1	1.75392	1.69563	1.86261	2.16290	1.65915	1.38234	1.56848	1.97160	1.80958	1.90974	1.86732	1.81059	1.60984	1.51162	1.82345	1.35081	1.41439	1.46632	1.39947	1.24165	1.66468	1.66362	1.71297	1.68439	1.75500	1.48456	1.37963	2.08192	1.64458	1.43088	1.20287	2.23140	1.94893	1.56795	1.53924	1.81293	1.78055	1.84104	1.67176	2.02945	1.85507	1.84507	1.59900	1.66471	2.21687	1.64561	1.57151	1.68975	1.73606	1.82198	2.11294	2.16698	1.91612	2.10961	1.69737	1.30316	1.63555	1.79639	1.53160	1.46608	1.17242	1.54478	1.19100	1.45982	2.36910	2.57157	2.79273	1.95354	2.13490	2.36997	2.61891	2.36286	2.68851	2.30821	1.86154	2.12480	3.00944	2.44951	2.49291	3.12341	3.19015	2.74721	3.24673	3.33385	2.74374	2.41156	2.54753	3.26098	3.00967	2.37394	2.38398	3.07691	3.32426	2.38721	2.82784	3.05724	2.77430	2.65395	2.19834	2.49156	2.33451	2.11967	2.73143	2.68562	2.79550	3.40337	2.61734	2.81081	2.84009	3.11439	2.74666	2.28850	2.63523	2.49480	2.29363	3.01583	2.25419	2.37675	2.26622	2.70644	3.16064	2.54398	2.54619	2.05949	2.18241	2.49748	2.29007	2.62081	2.69176	2.69918	2.59429	2.68719	1.91944	2.42795
2	1.58456	1.53080	1.70010	2.00406	1.48938	1.19621	1.40279	1.81082	1.65324	1.74730	1.73396	1.65903	1.46495	1.35766	1.66750	1.17912	1.25177	1.32491	1.22828	1.08667	1.51018	1.47855	1.54353	1.54353	1.60107	1.27257	1.19425	1.91229	1.49363	1.23840	1.04399	2.09145	1.81825	1.37577	1.41105	1.68543	1.62710	1.69429	1.53064	1.88286	1.68948	1.71075	1.43897	1.52590	2.06724	1.50867	1.40925	1.52131	1.60109	1.68325	1.95812	2.03316	1.75081	1.96234	1.55321	1.16828	1.49653	1.65285	1.38486	1.32017	1.04671	1.40117	1.04942	1.31553	2.24705	2.44081	2.65341	1.80275	1.98819	2.22819	2.46883	2.22272	2.57141	2.16851	1.72387	1.98528	2.88602	2.31480	2.35350	2.99804	3.05256	2.58591	3.10921	3.20899	2.61095	2.28044	2.39727	3.10678	2.87266	2.21831	2.25121	2.95913	3.19691	2.26056	2.68516	2.92035	2.64854	2.50902	2.06022	2.35089	2.17683	1.99563	2.59060	2.56399	2.68039	3.27913	2.48351	2.69415	2.72876	2.99346	2.61869	2.14155	2.51355	2.36123	2.17021	2.88101	2.13347	2.24746	2.12665	2.57766	3.01349	2.41675	2.41704	1.91498	2.03716	2.36237	2.14483	2.49634	2.56086	2.55925	2.45801	2.56072	1.78529	2.28223
3	1.41090	1.35938	1.53021	1.83625	1.31235	1.00592	1.23023	1.64192	1.48873	1.57723	1.59483	1.50054	1.31278	1.19632	1.50491	1.00004	1.08283	1.17597	1.05130	0.92468	1.34945	1.28755	1.36602	1.39673	1.43918	1.05155	1.00345	1.73538	1.33687	1.03693	0.87739	1.94529	1.68313	1.17943	1.27844	1.55091	1.46737	1.54111	1.38472	1.72886	1.51779	1.57323	1.27524	1.38296	1.91059	1.36727	1.24106	1.34634	1.46259	1.54274	1.79899	1.89262	1.58056	1.81042	1.40441	1.03151	1.35386	1.50486	1.23342	1.16906	0.91618	1.25479	0.90247	1.16560	2.11951	2.30480	2.50948	1.64642	1.83829	2.08086	2.31170	2.07745	2.44961	2.02393	1.58206	1.84447	2.75583	2.17607	2.20813	2.86772	2.90831	2.41941	2.96409	3.07736	2.47391	2.14850	2.24232	2.94468	2.73070	2.05951	2.11510	2.83949	3.06400	2.13113	2.53675	2.77677	2.51831	2.35726	1.91743	2.20559	2.01173	1.87071	2.44403	2.43664	2.56318	3.15141	2.34413	2.57123	2.61482	2.87020	2.48732	1.99058	2.39080	2.22434	2.04701	2.74444	2.01130	2.11545	1.98535	2.44891	2.86192	2.28944	2.28866	1.77064	1.89035	2.22197	1.99647	2.36453	2.42729	2.41507	2.31726	2.43292	1.65133	2.13284
4	1.23480	1.18271	1.35430	1.66102	1.12998	0.81340	1.05233	1.46623	1.31758	1.40100	1.45142	1.33658	1.15467	1.02920	1.33736	0.81522	0.90957	1.02110	0.87035	0.75760	1.18445	1.09274	1.18221	1.24555	1.27064	0.82374	0.80964	1.55301	1.17577	0.82829	0.70491	1.79439	1.54475	0.98085	1.14273	1.41052	1.30306	1.38281	1.23564	1.56885	1.34148	1.43379	1.10930	1.23723	1.74819	1.22294	1.06853	1.16626	1.32182	1.40197	1.63732	1.74640	1.40705	1.65548	1.25257	0.89415	1.20874	1.35420	1.07883	1.01414	0.78224	1.10720	0.75147	1.01125	1.98736	2.16468	2.36214	1.48582	1.68664	1.92916	2.14880	1.92825	2.32422	1.87580	1.43751	1.70385	2.61985	2.03482	2.05815	2.73361	2.75865	2.24944	2.81259	2.93999	2.33382	2.01696	2.08422	2.77575	2.58474	1.89898	1.97708	2.71909	2.92653	2.00013	2.38403	2.62765	2.38461	2.20014	1.77134	2.05695	1.84052	1.74607	2.29296	2.30475	2.44496	3.02139	2.20023	2.44301	2.49947	2.74563	2.35359	1.83711	2.26826	2.08554	1.92542	2.60743	1.88923	1.98199	1.84385	2.32138	2.70716	2.16313	2.16247	1.62805	1.74347	2.07746	1.84621	2.22644	2.29223	2.26793	2.17315	2.30502	1.51886	1.98098
5	1.05826	1.00229	1.17391	1.48020	0.94451	0.62061	0.87065	1.28528	1.14144	1.22047	1.30551	1.16883	0.99220	0.85819	1.16676	0.62656	0.73413	0.86219	0.68752	0.58762	1.01746	0.89646	0.99429	1.09179	1.09698	0.59163	0.61547	1.36730	1.01204	0.61449	0.52878	1.64050	1.40436	0.78200	1.00532	1.26561	1.13612	1.22091	1.08516	1.40439	1.16223	1.29378	0.94279	1.09013	1.58153	1.07732	0.89332	0.98274	1.18013	1.26248	1.47500	1.59568	1.23210	1.49927	1.09933	0.75759	1.06241	1.20284	0.92285	0.85692	0.64645	0.95997	0.59791	0.85385	1.85161	2.02178	2.21279	1.32237	1.53468	1.77456	1.98152	1.77646	2.19662	1.72572	1.29178	1.56500	2.47927	1.89265	1.90504	2.59707	2.60508	2.07792	2.65621	2.79806	2.19194	1.88703	1.92471	2.60130	2.43587	1.73836	1.83866	2.59912	2.78567	1.86878	2.22860	2.47435	2.24857	2.03940	1.62347	1.90643	1.66470	1.62306	2.13886	2.16974	2.32693	2.89043	2.05308	2.31062	2.38402	2.62087	2.21878	1.68284	2.14736	1.94631	1.80695	2.47135	1.76895	1.84853	1.70379	2.19639	2.55062	2.03892	2.03982	1.48876	1.59820	1.93012	1.69545	2.08332	2.15693	2.11930	2.02704	2.17841	1.38928	1.82798
6	0.88348	0.81976	0.99101	1.29583	0.75844	0.42974	0.68690	1.10084	0.96224	1.03794	1.15913	0.99916	0.82726	0.68546	0.99499	0.43610	0.55885	0.70137	0.50518	0.41727	0.85096	0.70107	0.80467	0.93742	0.91992	0.35777	0.42389	1.18060	0.84763	0.39773	0.35147	1.48549	1.26329	0.58508	0.86787	1.11776	0.96876	1.05708	0.93519	1.23720	0.98199	1.15470	0.77750	0.94333	1.41219	0.93216	0.71732	0.79768	1.03901	1.12598	1.31422	1.44179	1.05772	1.34369	0.94649	0.62334	0.91626	1.05291	0.76736	0.69905	0.51049	0.81492	0.44346	0.69506	1.71343	1.87753	2.06288	1.15763	1.38391	1.61865	1.81147	1.62360	2.06833	1.57531	1.14654	1.42959	2.33544	1.75127	1.75048	2.45954	2.44923	1.90696	2.49675	2.65307	2.04966	1.75995	1.76561	2.42287	2.28535	1.57933	1.70160	2.48088	2.64271	1.73844	2.07234	2.31844	2.11152	1.87689	1.47561	1.75565	1.48595	1.50306	1.98332	2.03314	2.21039	2.76001	1.90415	2.17550	2.26988	2.49718	2.08420	1.52961	2.02955	1.80834	1.69305	2.33771	1.65222	1.71659	1.56701	2.07525	2.39367	1.91800	1.92218	1.35454	1.45634	1.78146	1.54566	1.93651	2.02278	1.97079	1.88028	2.05438	1.26405	1.67536
7	0.71275	0.63701	0.80774	1.11024	0.57442	0.24310	0.50296	0.91486	0.78208	0.85599	1.01455	0.82957	0.66189	0.51333	0.82405	0.24604	0.38621	0.54101	0.32579	0.24923	0.68763	0.50912	0.61607	0.78466	0.74122	0.12495	0.23806	0.99542	0.68471	0.18045	0.17571	1.33152	1.12297	0.39237	0.73218	0.96873	0.80347	0.89310	0.78772	1.06919	0.80294	1.01815	0.61533	0.79861	1.24193	0.78936	0.54252	0.61308	0.90012	0.99425	1.15726	1.28616	0.88593	1.19082	0.79597	0.49300	0.77177	0.90665	0.61439	0.54239	0.37621	0.67395	0.28991	0.53670	1.57421	1.73346	1.91392	0.99321	1.23590	1.46312	1.64038	1.47131	1.94102	1.42629	1.00361	1.29942	2.18983	1.61250	1.59629	2.32260	2.29286	1.73876	2.33628	2.50664	1.90855	1.63707	1.60878	2.24219	2.13456	1.42370	1.56772	2.36573	2.49901	1.61054	1.91724	2.16168	1.97490	1.71464	1.32968	1.60636	1.30610	1.38746	1.82804	1.89666	2.09674	2.63170	1.75509	2.03919	2.15853	2.37590	1.95125	1.37931	1.91631	1.67342	1.58522	2.20808	1.54087	1.58775	1.43542	1.95928	2.23782	1.80161	1.81107	1.22722	1.31975	1.63310	1.39843	1.78756	1.89121	1.82412	1.73436	1.93426	1.14461	1.52474
8	0.54842	0.45611	0.62650	0.92599	0.39524	0.06311	0.32081	0.72934	0.60318	0.67743	0.87421	0.66223	0.49821	0.34417	0.65604	0.05867	0.21879	0.38361	0.15196	0.08632	0.53025	0.32321	0.43149	0.63603	0.56274	-0.10398	0.06125	0.81437	0.52566	-0.03479	0.00441	1.18094	0.98492	0.20626	0.60014	0.82044	0.64292	0.73099	0.64482	0.90242	0.62742	0.88575	0.45820	0.65783	1.07277	0.65097	0.37105	0.43106	0.76526	0.86921	1.00637	1.13037	0.71885	1.04295	0.64981	0.36812	0.63040	0.76642	0.46604	0.38897	0.24575	0.53889	0.13920	0.38073	1.43548	1.59121	1.76766	0.83077	1.09229	1.30993	1.47009	1.32126	1.81654	1.28056	0.86494	1.17636	2.04414	1.47825	1.44440	2.18799	2.13789	1.57567	2.17711	2.36060	1.77024	1.51976	1.45613	2.06126	1.98495	1.27342	1.43886	2.25512	2.35613	1.48655	1.76537	2.00600	1.84032	1.55493	1.18768	1.46043	1.12709	1.27780	1.67492	1.76214	1.98755	2.50716	1.60777	1.90333	2.05148	2.25850	1.82147	1.23381	1.80918	1.54333	1.48515	2.08424	1.43680	1.46376	1.31096	1.84997	2.08476	1.69092	1.70791	1.10851	1.19041	1.48676	1.25541	1.63833	1.76381	1.68124	1.59107	1.81952	1.03241	1.37779
9	0.39292	0.27904	0.44987	0.74575	0.22385	-0.10775	0.14244	0.54635	0.42786	0.50531	0.74056	0.49946	0.33849	0.18042	0.49311	-0.12361	0.05931	0.23180	-0.01353	-0.06853	0.38173	0.14598	0.25399	0.49402	0.38653	-0.32615	-0.10324	0.64020	0.37290	-0.24528	-0.15943	1.03612	0.85069	0.02911	0.47369	0.67497	0.48996	0.57285	0.50869	0.73913	0.45798	0.75929	0.30815	0.52305	0.90689	0.51912	0.20508	0.25401	0.63629	0.75265	0.86389	0.97619	0.55874	0.90240	0.51008	0.25032	0.49372	0.63456	0.32461	0.24100	0.12119	0.41176	-0.00668	0.22924	1.29883	1.45251	1.62588	0.67212	0.95477	1.16107	1.30254	1.17524	1.69674	1.14015	0.73250	1.06230	1.90014	1.35050	1.29673	2.05759	1.98633	1.42008	2.02173	2.21683	1.63640	1.40939	1.30963	1.88222	1.83807	1.13045	1.31691	2.15057	2.21568	1.36800	1.61898	1.85334	1.70949	1.40012	1.05173	1.31980	0.95089	1.17566	1.52595	1.63158	1.88447	2.38817	1.46418	1.76975	1.95031	2.14660	1.69646	1.09508	1.70971	1.41990	1.39440	1.96796	1.34189	1.34639	1.19565	1.74878	1.93628	1.58720	1.61417	1.00023	1.07031	1.34422	1.11840	1.49076	1.64217	1.54425	1.45225	1.71166	0.92891	1.23631
10	0.24876	0.10791	0.28038	0.57220	0.06319	-0.26698	-0.03014	0.36795	0.25847	0.34282	0.61617	0.34353	0.18493	0.02461	0.33747	-0.29840	-0.08942	0.08824	-0.16791	-0.21224	0.24519	-0.01996	0.08667	0.36114	0.21470	-0.53856	-0.25207	0.47558	0.22895	-0.44828	-0.31272	0.89943	0.72188	-0.13672	0.35478	0.53454	0.34757	0.42094	0.38156	0.58172	0.29730	0.64063	0.16728	0.39648	0.74660	0.39590	0.04686	0.08428	0.51514	0.64639	0.73214	0.82536	0.40775	0.77155	0.37890	0.14127	0.36342	0.51347	0.19237	0.10085	0.00476	0.29461	-0.14563	0.08439	1.16589	1.31914	1.49037	0.51921	0.82504	1.01860	1.13978	1.03517	1.58354	1.00715	0.60829	0.95913	1.75968	1.23128	1.15527	1.93335	1.84018	1.27443	1.87275	2.07730	1.50866	1.30730	1.17121	1.70733	1.69567	0.99677	1.20381	2.05363	2.07937	1.25651	1.48039	1.70576	1.58424	1.25265	0.92401	1.18649	0.77953	1.08256	1.38323	1.50700	1.78915	2.27656	1.32642	1.64044	1.85662	2.04197	1.57786	0.96511	1.61949	1.30498	1.31448	1.86102	1.25804	1.23737	1.09152	1.65711	1.79424	1.49187	1.53135	0.90424	0.96146	1.20741	0.98932	1.34693	1.52790	1.41535	1.31989	1.61210	0.83554	1.10223
