1	0.06404	0.05316	0.05843	0.04030	0.07493	0.05152	0.05668	0.05969	0.05320	0.04371	0.05458	0.05793	0.05527	0.06123	0.04969	0.06916	0.08031	0.04462	0.05917	0.05334	0.06221	0.06199	0.03713	0.05823	0.05556	0.06616	0.05685	0.05317	0.04648	0.04916	0.04901	0.06192	0.02313	0.02906	0.02227	0.02283	0.03334	0.01949	0.02968	0.04549	0.02690	0.03717	0.03816	0.03166	0.02782	0.02497	0.03321	0.02148	0.04295	0.03669	0.02204	0.02938	0.01741	0.02704	0.02678	0.02277	0.01744	0.02433	0.02555	0.02751	0.02186	0.01583
2	0.07137	0.05563	0.06914	0.04284	0.08106	0.05310	0.05636	0.06662	0.05949	0.05092	0.05928	0.06886	0.05943	0.06142	0.05347	0.07051	0.08072	0.04629	0.06190	0.05848	0.06837	0.06884	0.03913	0.06008	0.05899	0.07161	0.06713	0.06001	0.05035	0.05359	0.04831	0.06706	0.01876	0.02887	0.02217	0.02794	0.04020	0.02528	0.03276	0.05238	0.03042	0.03627	0.03879	0.03362	0.02827	0.02987	0.03598	0.02286	0.04644	0.04412	0.02532	0.02843	0.01564	0.03069	0.03403	0.02494	0.02242	0.02498	0.02921	0.03178	0.02924	0.02026
3	0.06570	0.04681	0.06773	0.03749	0.07193	0.04613	0.04495	0.05959	0.05422	0.04615	0.05148	0.06936	0.05198	0.04934	0.04836	0.05732	0.06625	0.03786	0.05395	0.05504	0.06232	0.06415	0.03273	0.05019	0.05513	0.06385	0.06753	0.05656	0.04448	0.04892	0.04009	0.05863	0.01139	0.02057	0.01787	0.03213	0.04208	0.02825	0.02837	0.04961	0.02711	0.02851	0.03283	0.03003	0.02386	0.02757	0.02966	0.01939	0.04286	0.04216	0.02186	0.02316	0.00964	0.02602	0.03532	0.02344	0.02222	0.01797	0.02992	0.02757	0.03333	0.02772
4	0.06401	0.04491	0.06931	0.03921	0.06989	0.04789	0.04202	0.05772	0.05415	0.04403	0.04802	0.07362	0.04907	0.04607	0.04982	0.05251	0.06206	0.03378	0.05378	0.05809	0.06366	0.06586	0.03270	0.04769	0.05975	0.06118	0.07167	0.05738	0.04454	0.05041	0.04142	0.05609	0.01376	0.01698	0.01877	0.04412	0.04408	0.03567	0.02732	0.05060	0.02735	0.02811	0.03309	0.02990	0.02678	0.02803	0.02757	0.02206	0.04556	0.04063	0.02003	0.02540	0.00938	0.02303	0.03910	0.02881	0.02206	0.01494	0.03626	0.02593	0.03900	0.04210
5	0.05834	0.04607	0.06922	0.04337	0.06590	0.05215	0.04083	0.05699	0.05394	0.04284	0.04405	0.07328	0.04445	0.04583	0.05320	0.05016	0.05832	0.02882	0.05356	0.06097	0.06491	0.06538	0.03678	0.04641	0.06467	0.05829	0.07069	0.05711	0.04520	0.05036	0.04456	0.05212	0.02147	0.01527	0.02378	0.06053	0.03976	0.04585	0.02604	0.04738	0.03167	0.03032	0.03589	0.02721	0.03345	0.02877	0.02986	0.03113	0.04855	0.03775	0.02077	0.02997	0.01531	0.02108	0.04312	0.03871	0.02128	0.01894	0.04477	0.02723	0.04028	0.05879
6	0.05657	0.05014	0.06974	0.04976	0.06390	0.05941	0.04247	0.06126	0.05812	0.04436	0.04175	0.07065	0.04199	0.04879	0.05919	0.05230	0.06032	0.03004	0.05936	0.06566	0.06938	0.06658	0.04376	0.04701	0.07037	0.05859	0.07112	0.06145	0.04852	0.05465	0.04777	0.05234	0.03381	0.01617	0.03366	0.07469	0.03488	0.05529	0.02874	0.04274	0.04017	0.03750	0.04285	0.02682	0.04356	0.03229	0.03543	0.04357	0.05374	0.03972	0.02561	0.04040	0.02654	0.02402	0.04954	0.04880	0.02049	0.02734	0.05257	0.03301	0.04130	0.07366
7	0.06288	0.05811	0.07421	0.06016	0.06763	0.06963	0.04910	0.07303	0.06937	0.05063	0.04338	0.07146	0.04593	0.05666	0.06961	0.06016	0.07114	0.03925	0.07236	0.07578	0.08067	0.07228	0.05438	0.05283	0.07833	0.06493	0.07707	0.07395	0.05703	0.06495	0.05506	0.06055	0.05066	0.02177	0.04962	0.08763	0.03410	0.06359	0.03870	0.04131	0.05505	0.05315	0.05541	0.03177	0.05772	0.04342	0.04590	0.05843	0.06377	0.04869	0.03514	0.05600	0.04072	0.03569	0.06107	0.06073	0.02479	0.04218	0.06558	0.04364	0.04591	0.08553
8	0.07660	0.07099	0.08491	0.07592	0.07680	0.08202	0.06044	0.09102	0.08762	0.06347	0.05013	0.07983	0.05776	0.06976	0.08520	0.07291	0.08873	0.05499	0.09042	0.09077	0.09861	0.08318	0.06937	0.06540	0.08898	0.07692	0.08914	0.09401	0.07111	0.08032	0.06852	0.07629	0.07066	0.03379	0.07037	0.10086	0.03942	0.07187	0.05616	0.04665	0.07739	0.07601	0.07277	0.04250	0.07604	0.06285	0.06255	0.07654	0.07946	0.06397	0.05009	0.07331	0.05639	0.05475	0.07914	0.07593	0.03672	0.06403	0.08375	0.05947	0.05563	0.09632
9	0.09652	0.08921	0.10189	0.09600	0.08969	0.09838	0.07503	0.11045	0.11133	0.08442	0.06298	0.09249	0.07523	0.08414	0.10399	0.08951	0.10774	0.07706	0.11385	0.10657	0.11780	0.09870	0.08746	0.08315	0.10113	0.09111	0.10585	0.11854	0.08848	0.09982	0.08252	0.09707	0.09035	0.05181	0.09170	0.11261	0.05158	0.08111	0.07837	0.06012	0.10409	0.09928	0.09169	0.05839	0.09697	0.08737	0.08384	0.09725	0.09861	0.08456	0.07206	0.09177	0.07371	0.07771	0.10227	0.09236	0.05435	0.08819	0.09925	0.08118	0.06994	0.10834
10	0.11981	0.11035	0.12144	0.11777	0.10486	0.11595	0.09065	0.12881	0.13613	0.11072	0.07953	0.10844	0.09586	0.09913	0.12068	0.10770	0.12513	0.10113	0.13849	0.12239	0.13726	0.11663	0.10549	0.10406	0.11255	0.10649	0.12405	0.14484	0.10799	0.12255	0.09661	0.11993	0.10657	0.07202	0.11000	0.12492	0.06869	0.09075	0.10302	0.08054	0.12898	0.11923	0.10994	0.07909	0.11716	0.11421	0.10734	0.11817	0.11815	0.10763	0.09696	0.10794	0.09012	0.10377	0.12815	0.10526	0.07597	0.10969	0.11619	0.10510	0.08750	0.12066
