1	0.03694	-0.00445	0.00606	-0.05778	0.02161	-0.03891	-0.01712	-0.03905	-0.02741	-0.05698	-0.00491	0.02153	0.01237	0.01565	-0.00691	0.00485	0.03076	-0.04793	0.00681	-0.02125	-0.02270	0.00404	-0.06787	0.00464	-0.02622	0.02462	-0.01204	-0.01022	-0.04348	-0.03011	-0.02456	-0.01123	-0.07637	-0.06860	-0.04731	-0.09890	-0.00007	-0.09817	-0.06564	-0.04411	-0.06058	-0.06057	-0.03286	-0.02732	-0.06970	-0.06844	-0.06073	-0.07948	-0.01300	-0.04641	-0.02405	-0.07849	-0.08296	-0.07483	-0.07107	-0.08941	-0.04955	-0.04783	-0.08701	-0.07097	-0.06380	-0.11105
2	0.05388	-0.01324	0.01310	-0.07633	0.02834	-0.06775	-0.04042	-0.03661	-0.02404	-0.04812	-0.00987	0.04156	0.01168	0.00368	-0.02243	-0.01728	0.02263	-0.06067	-0.00101	-0.03938	-0.03147	0.01179	-0.08748	-0.00247	-0.05568	0.01590	-0.00041	-0.00540	-0.04361	-0.02374	-0.05189	-0.00381	-0.11205	-0.08803	-0.07180	-0.13458	0.01774	-0.12013	-0.06605	-0.01421	-0.08681	-0.08911	-0.06110	-0.01438	-0.08734	-0.05072	-0.07716	-0.10181	-0.01855	-0.04950	-0.02637	-0.10510	-0.11213	-0.08427	-0.07414	-0.11855	-0.05047	-0.07589	-0.11997	-0.07711	-0.03963	-0.15777
3	0.02135	-0.05926	-0.01999	-0.12713	-0.00726	-0.12051	-0.09371	-0.08020	-0.06439	-0.08183	-0.05336	0.02131	-0.02742	-0.04402	-0.06747	-0.07335	-0.03112	-0.11446	-0.05569	-0.08971	-0.08057	-0.02118	-0.13572	-0.04793	-0.10424	-0.02878	-0.03229	-0.04422	-0.08129	-0.05863	-0.10469	-0.04737	-0.17449	-0.14314	-0.12673	-0.18139	0.00106	-0.16632	-0.10607	-0.02077	-0.14359	-0.15040	-0.11629	-0.03835	-0.13691	-0.07062	-0.12992	-0.15131	-0.05780	-0.09466	-0.06764	-0.16306	-0.16784	-0.13490	-0.11569	-0.16728	-0.08766	-0.13522	-0.16876	-0.11961	-0.04537	-0.20663
4	-0.02224	-0.10310	-0.05886	-0.17418	-0.04386	-0.16313	-0.13890	-0.12882	-0.11147	-0.12469	-0.10018	-0.00696	-0.06973	-0.08454	-0.10911	-0.11901	-0.08475	-0.17295	-0.11390	-0.13630	-0.12652	-0.06214	-0.17995	-0.09605	-0.14144	-0.07305	-0.07401	-0.09546	-0.12482	-0.10366	-0.14690	-0.09988	-0.22823	-0.19990	-0.18303	-0.21568	-0.02817	-0.20905	-0.15488	-0.03673	-0.19802	-0.21064	-0.16483	-0.07369	-0.18378	-0.10621	-0.18403	-0.19675	-0.09822	-0.15085	-0.11684	-0.21902	-0.22070	-0.19915	-0.16693	-0.20574	-0.13531	-0.18994	-0.20803	-0.16803	-0.06379	-0.24040
5	-0.09658	-0.14870	-0.11119	-0.22441	-0.09730	-0.19697	-0.18509	-0.18994	-0.17166	-0.18255	-0.15675	-0.06531	-0.12881	-0.12967	-0.14921	-0.16033	-0.15178	-0.23724	-0.18847	-0.18846	-0.18226	-0.12761	-0.21856	-0.15303	-0.17799	-0.12654	-0.14706	-0.17102	-0.18308	-0.17596	-0.18973	-0.17716	-0.27851	-0.26019	-0.24221	-0.23630	-0.08621	-0.24027	-0.22474	-0.08975	-0.25118	-0.27571	-0.21605	-0.14107	-0.23206	-0.17417	-0.23744	-0.23414	-0.15332	-0.22443	-0.17466	-0.27866	-0.25777	-0.27615	-0.23590	-0.23131	-0.19601	-0.23358	-0.24161	-0.22156	-0.11562	-0.25549
6	-0.17475	-0.19367	-0.17007	-0.27235	-0.15657	-0.22470	-0.22690	-0.25009	-0.23285	-0.24580	-0.21338	-0.14155	-0.19179	-0.17319	-0.18360	-0.19639	-0.21040	-0.29178	-0.25512	-0.23731	-0.23731	-0.19723	-0.25189	-0.21096	-0.21104	-0.17366	-0.22596	-0.24546	-0.24120	-0.25578	-0.23139	-0.25452	-0.32167	-0.31708	-0.28708	-0.25685	-0.15323	-0.26462	-0.29776	-0.17210	-0.29963	-0.32915	-0.26181	-0.21955	-0.27720	-0.25724	-0.28758	-0.26806	-0.20795	-0.29090	-0.23362	-0.32387	-0.27923	-0.34548	-0.30730	-0.25414	-0.25965	-0.27083	-0.27455	-0.27270	-0.18686	-0.26637
7	-0.23389	-0.23193	-0.22289	-0.30655	-0.20709	-0.24528	-0.25455	-0.29573	-0.28402	-0.30270	-0.25936	-0.21229	-0.24134	-0.20414	-0.20551	-0.22259	-0.24385	-0.32900	-0.29793	-0.26675	-0.27497	-0.25048	-0.27610	-0.25671	-0.22898	-0.20008	-0.28504	-0.29548	-0.28447	-0.32230	-0.25787	-0.31036	-0.34833	-0.36055	-0.30458	-0.27149	-0.21063	-0.28611	-0.35488	-0.26422	-0.33131	-0.35467	-0.28822	-0.28601	-0.31126	-0.33045	-0.32847	-0.29868	-0.24543	-0.33364	-0.28633	-0.34552	-0.29323	-0.39151	-0.36304	-0.27369	-0.31127	-0.29661	-0.29442	-0.31514	-0.25788	-0.27396
8	-0.26472	-0.25456	-0.25541	-0.31598	-0.23935	-0.25219	-0.26037	-0.31796	-0.31516	-0.34120	-0.28579	-0.25708	-0.26504	-0.21431	-0.20739	-0.23154	-0.24799	-0.34498	-0.31188	-0.26771	-0.28366	-0.27587	-0.28362	-0.27770	-0.22220	-0.20183	-0.31109	-0.31168	-0.30488	-0.36156	-0.25799	-0.33572	-0.34957	-0.38057	-0.29351	-0.26602	-0.24801	-0.29626	-0.38460	-0.34364	-0.33339	-0.34737	-0.28644	-0.32676	-0.32559	-0.37815	-0.34926	-0.31823	-0.25682	-0.34697	-0.32263	-0.34440	-0.29977	-0.40756	-0.39014	-0.27683	-0.33725	-0.29939	-0.28988	-0.34026	-0.31244	-0.26355
9	-0.26799	-0.24997	-0.25589	-0.29647	-0.24955	-0.23310	-0.24425	-0.31288	-0.31546	-0.34818	-0.28436	-0.27374	-0.26104	-0.20503	-0.18432	-0.21368	-0.22870	-0.33239	-0.29504	-0.24377	-0.26583	-0.27272	-0.26664	-0.26697	-0.19195	-0.18654	-0.30504	-0.29672	-0.30194	-0.36780	-0.23676	-0.33142	-0.32387	-0.37037	-0.26320	-0.23297	-0.26183	-0.28150	-0.38530	-0.39139	-0.30207	-0.31561	-0.25969	-0.33976	-0.31366	-0.39543	-0.33741	-0.31140	-0.24445	-0.33195	-0.32663	-0.32265	-0.28523	-0.39197	-0.38474	-0.25364	-0.33027	-0.27077	-0.26165	-0.33614	-0.34120	-0.22302
10	-0.24591	-0.21908	-0.22877	-0.25654	-0.23861	-0.19276	-0.21261	-0.28279	-0.28673	-0.32283	-0.25833	-0.26520	-0.23538	-0.17980	-0.14796	-0.17577	-0.19207	-0.29449	-0.25261	-0.20726	-0.22747	-0.24757	-0.23031	-0.23022	-0.15411	-0.16012	-0.27338	-0.25649	-0.27645	-0.34230	-0.20356	-0.30014	-0.28169	-0.33553	-0.22246	-0.18417	-0.25241	-0.24631	-0.35924	-0.40117	-0.25265	-0.26923	-0.21928	-0.32496	-0.28042	-0.38089	-0.29583	-0.27662	-0.21495	-0.29239	-0.29807	-0.28593	-0.24942	-0.34492	-0.34974	-0.21611	-0.29444	-0.22187	-0.21757	-0.30494	-0.34310	-0.16828
