1	-0.01577	-0.11469	-0.06026	-0.06401	-0.04370	-0.08761	-0.05492	-0.05426	-0.11476	-0.00425	-0.04175	-0.03415	0.02536	0.02011	-0.00552	0.01062	-0.09065	-0.13955	-0.07718	-0.03441	-0.02991	-0.14063	-0.01540	0.01476	-0.13644	-0.03201	-0.07595	0.00545	-0.04452	-0.08834	-0.08690	-0.10933	-0.03479	-0.00762	-0.09862	-0.17425	-0.08273	-0.16193	-0.11087	-0.08776	-0.06526	-0.05792	-0.14300	-0.01282	-0.05721	-0.02080	-0.08828	-0.14522	-0.12914	-0.05197	-0.13540	-0.12464	-0.07787	-0.08622	-0.09530	-0.08612	-0.08921	-0.10010	-0.05362	-0.00783	-0.01624	-0.12348	-0.11187	-0.06252	-0.11022	-0.09490	-0.09159	-0.09450	-0.06935	-0.09870	-0.09309	-0.16793	-0.16023	-0.12008	-0.13624	-0.03766	-0.13526	-0.12444	-0.12693	-0.13910	-0.10035	-0.08479	-0.10662	-0.09717	-0.14207	-0.04152	-0.13896	-0.13054	-0.09935	-0.14870	-0.08647	-0.15591	-0.13485	-0.12101	-0.13074	-0.13755	-0.04501	-0.10264	-0.04190	-0.09353	-0.14557	-0.08807	-0.15012	-0.01022	-0.07410	-0.06355	-0.09942	-0.09094	-0.13936	0.00289	-0.12507	-0.08960	-0.15582	-0.04404	-0.15373	-0.07643	-0.16517	-0.16445	-0.01819	-0.03229	-0.06361	-0.02764	-0.07516	-0.16476	-0.03920	-0.08968	-0.06017	-0.03472	-0.08578	-0.05056	-0.07200	-0.14833	0.01433	-0.13182	-0.07112	-0.06641	-0.11642	-0.08293	-0.08118	-0.15636	-0.06025	-0.06908	-0.12241	-0.11122	-0.01740	-0.07465	-0.05716	-0.02901	-0.09881	-0.04992	-0.05788	-0.04024	-0.14732	-0.02680	-0.15835	-0.11018	-0.13488	-0.13722	-0.09138	-0.13179	-0.06053	-0.06325	-0.03660	-0.06114	-0.12050	-0.12378
2	-0.00758	-0.14209	-0.06052	-0.06876	-0.05533	-0.09704	-0.05232	-0.05971	-0.13064	0.00667	-0.05103	-0.03101	0.02561	0.01556	-0.00726	0.00577	-0.10739	-0.17234	-0.07568	-0.04694	-0.05203	-0.17748	-0.01538	0.01378	-0.16026	-0.05051	-0.08894	-0.00051	-0.03897	-0.09648	-0.06757	-0.11146	-0.05091	-0.00301	-0.10376	-0.16059	-0.12116	-0.13864	-0.11726	-0.10365	-0.07559	-0.04218	-0.16573	-0.01023	-0.06077	-0.01501	-0.08297	-0.16557	-0.11951	-0.06722	-0.10896	-0.14128	-0.06438	-0.09715	-0.09198	-0.07405	-0.08968	-0.11464	-0.02574	-0.00370	-0.02806	-0.11148	-0.12638	-0.08097	-0.13501	-0.10012	-0.09656	-0.10757	-0.07486	-0.10349	-0.10326	-0.20987	-0.17913	-0.13638	-0.16854	-0.06363	-0.14529	-0.14628	-0.14077	-0.13994	-0.11564	-0.08657	-0.13585	-0.12430	-0.16138	-0.05960	-0.15111	-0.14376	-0.11981	-0.17250	-0.12003	-0.16728	-0.15103	-0.14109	-0.14248	-0.16385	-0.06007	-0.13408	-0.06381	-0.09864	-0.16765	-0.09468	-0.17207	-0.02672	-0.07994	-0.06568	-0.11971	-0.10625	-0.17245	0.00675	-0.13639	-0.10425	-0.19686	-0.05321	-0.17195	-0.07377	-0.20801	-0.19464	-0.04385	-0.02090	-0.07470	-0.04658	-0.04923	-0.20902	-0.04299	-0.08710	-0.08084	-0.03244	-0.07775	-0.03672	-0.07379	-0.17418	0.03828	-0.14638	-0.09348	-0.07350	-0.13180	-0.09491	-0.09399	-0.16427	-0.08883	-0.08440	-0.12462	-0.12920	-0.01750	-0.08047	-0.04168	-0.02611	-0.11514	-0.03972	-0.06549	-0.03097	-0.15970	-0.01100	-0.17023	-0.12793	-0.15297	-0.15607	-0.09327	-0.14646	-0.06979	-0.05335	-0.05054	-0.04118	-0.12954	-0.15532
3	-0.00155	-0.13163	-0.03997	-0.06107	-0.05757	-0.07639	-0.03258	-0.04411	-0.12252	0.00429	-0.03731	-0.01763	0.01510	0.01164	0.00046	-0.00343	-0.09467	-0.17116	-0.05480	-0.06406	-0.06032	-0.17414	-0.01411	0.00542	-0.15080	-0.05912	-0.08300	-0.00257	-0.02545	-0.07549	-0.06428	-0.08424	-0.05950	0.00056	-0.07812	-0.12609	-0.14344	-0.10431	-0.08805	-0.09590	-0.06573	-0.01787	-0.15662	-0.01309	-0.03504	-0.00878	-0.07386	-0.14860	-0.09226	-0.07033	-0.07811	-0.12420	-0.04378	-0.09218	-0.06458	-0.03343	-0.07479	-0.09779	-0.01465	0.01018	-0.04514	-0.10821	-0.11125	-0.08031	-0.13775	-0.07473	-0.07753	-0.09522	-0.05185	-0.08619	-0.09090	-0.21818	-0.17441	-0.12000	-0.17413	-0.07676	-0.13375	-0.13700	-0.13313	-0.13491	-0.10272	-0.06665	-0.13822	-0.11947	-0.14014	-0.06679	-0.13149	-0.13096	-0.11591	-0.16973	-0.12732	-0.13898	-0.13163	-0.13549	-0.13529	-0.15001	-0.06885	-0.13778	-0.09612	-0.07759	-0.17101	-0.09416	-0.16978	-0.05882	-0.07739	-0.06135	-0.12157	-0.11065	-0.18149	0.00140	-0.12406	-0.11206	-0.23156	-0.07145	-0.15451	-0.06107	-0.22047	-0.18655	-0.08185	-0.01402	-0.08014	-0.07243	-0.00916	-0.22285	-0.04996	-0.06303	-0.08512	-0.01828	-0.04188	-0.00912	-0.06127	-0.16732	0.04703	-0.12217	-0.10441	-0.07561	-0.13025	-0.09833	-0.09289	-0.14083	-0.12182	-0.08608	-0.10017	-0.12055	-0.02437	-0.07728	-0.01126	-0.02391	-0.11531	-0.02394	-0.06338	-0.01269	-0.13042	0.00679	-0.14837	-0.12564	-0.14274	-0.14985	-0.07626	-0.13548	-0.07094	-0.03187	-0.06502	-0.00233	-0.11235	-0.16771
4	-0.00776	-0.10447	-0.02916	-0.06081	-0.06142	-0.04470	-0.01813	-0.02315	-0.11528	-0.01505	-0.01671	-0.00863	-0.00614	0.00960	0.01255	-0.01861	-0.06977	-0.16102	-0.03457	-0.09496	-0.05137	-0.15588	-0.02363	-0.01402	-0.13595	-0.05809	-0.07969	-0.00526	-0.01160	-0.05581	-0.09111	-0.06288	-0.06513	-0.00413	-0.05688	-0.08049	-0.15795	-0.08228	-0.05981	-0.08130	-0.05035	0.00313	-0.15000	-0.03564	-0.00531	-0.01035	-0.06658	-0.12629	-0.05759	-0.06923	-0.06431	-0.10476	-0.02221	-0.08138	-0.04078	-0.00193	-0.05266	-0.07326	-0.02740	0.01867	-0.06725	-0.12594	-0.09836	-0.07958	-0.14689	-0.05163	-0.06496	-0.08344	-0.02813	-0.08226	-0.09038	-0.22268	-0.15576	-0.10437	-0.18169	-0.08540	-0.14580	-0.12239	-0.13936	-0.12357	-0.09166	-0.05434	-0.13245	-0.10359	-0.12291	-0.06990	-0.11541	-0.12289	-0.10908	-0.17319	-0.12429	-0.11882	-0.11658	-0.13342	-0.14931	-0.13180	-0.08532	-0.13743	-0.14709	-0.06314	-0.18913	-0.10835	-0.18245	-0.10122	-0.09039	-0.07769	-0.12778	-0.12583	-0.19516	-0.01778	-0.12139	-0.13676	-0.28796	-0.11007	-0.14623	-0.06926	-0.23353	-0.17511	-0.12931	-0.02915	-0.09358	-0.10519	-0.00101	-0.23666	-0.07290	-0.05451	-0.08552	-0.00873	-0.01726	0.00034	-0.05758	-0.16454	0.02864	-0.09797	-0.11543	-0.09498	-0.13965	-0.11667	-0.09824	-0.13544	-0.16682	-0.08651	-0.08928	-0.11219	-0.04697	-0.09063	0.00364	-0.03524	-0.12606	-0.02673	-0.06770	-0.00421	-0.10389	0.00420	-0.14245	-0.13340	-0.14125	-0.15396	-0.06997	-0.13918	-0.07995	-0.02876	-0.08205	0.01950	-0.10694	-0.18542
5	-0.04017	-0.06357	-0.03899	-0.06619	-0.07301	-0.00492	-0.01046	-0.00532	-0.10304	-0.04111	-0.00008	-0.00425	-0.04131	0.00076	0.01859	-0.04309	-0.03769	-0.12742	-0.01794	-0.13182	-0.03201	-0.11853	-0.04481	-0.04934	-0.10761	-0.04688	-0.08381	-0.01831	-0.00916	-0.04205	-0.13860	-0.03997	-0.06884	-0.02653	-0.04729	-0.05931	-0.15001	-0.09826	-0.03501	-0.05324	-0.03066	0.00184	-0.13887	-0.07917	0.01586	-0.01492	-0.07394	-0.09865	-0.04174	-0.06544	-0.08125	-0.08278	-0.02032	-0.09096	-0.01455	0.02150	-0.04665	-0.04498	-0.06478	0.01064	-0.09974	-0.16795	-0.08411	-0.08458	-0.14656	-0.03328	-0.06203	-0.06742	-0.01399	-0.08742	-0.10413	-0.21127	-0.15136	-0.08631	-0.18217	-0.10070	-0.16711	-0.09779	-0.13614	-0.11498	-0.08558	-0.04652	-0.11619	-0.08098	-0.11539	-0.07250	-0.08507	-0.10213	-0.09042	-0.16343	-0.11811	-0.10274	-0.10155	-0.13596	-0.18090	-0.12351	-0.12252	-0.14456	-0.21750	-0.06275	-0.20702	-0.13010	-0.20886	-0.14823	-0.11486	-0.11585	-0.14251	-0.14571	-0.20716	-0.05082	-0.12421	-0.17849	-0.34033	-0.15617	-0.14449	-0.09326	-0.23319	-0.16422	-0.19311	-0.05562	-0.11165	-0.14364	-0.02154	-0.24453	-0.09843	-0.05796	-0.09224	-0.01398	-0.02061	-0.02439	-0.06623	-0.16275	-0.00802	-0.08082	-0.12124	-0.12946	-0.15485	-0.15026	-0.11659	-0.14325	-0.21581	-0.08770	-0.07935	-0.09992	-0.08623	-0.11699	-0.00128	-0.06103	-0.15317	-0.04984	-0.07567	-0.00612	-0.08207	-0.01649	-0.14671	-0.14674	-0.14708	-0.16388	-0.06037	-0.15856	-0.09356	-0.04322	-0.10255	0.01700	-0.10485	-0.19656
6	-0.10316	-0.03357	-0.07136	-0.08719	-0.10642	0.02198	-0.02819	-0.00484	-0.11475	-0.09086	0.00127	-0.01193	-0.08044	-0.01395	-0.00523	-0.06269	-0.01492	-0.08811	-0.03282	-0.17532	-0.01942	-0.08189	-0.07538	-0.09190	-0.09853	-0.04487	-0.11010	-0.04441	-0.03696	-0.05107	-0.20776	-0.03089	-0.07290	-0.06867	-0.05864	-0.08998	-0.13172	-0.15493	-0.03612	-0.02946	-0.02976	-0.03888	-0.14568	-0.13145	0.01804	-0.03667	-0.11207	-0.10870	-0.06304	-0.07219	-0.13712	-0.08201	-0.05316	-0.13305	-0.02084	0.01547	-0.07571	-0.03238	-0.13812	-0.01176	-0.14660	-0.23952	-0.09143	-0.09580	-0.13665	-0.03517	-0.08968	-0.06780	-0.02543	-0.11529	-0.13724	-0.20982	-0.18434	-0.08064	-0.18840	-0.11390	-0.21137	-0.08437	-0.12927	-0.13062	-0.08957	-0.04569	-0.11554	-0.07299	-0.13458	-0.08146	-0.06371	-0.10187	-0.07976	-0.16623	-0.11719	-0.10881	-0.10770	-0.14418	-0.22758	-0.12678	-0.17099	-0.15703	-0.30044	-0.07909	-0.22344	-0.16835	-0.25069	-0.20249	-0.16344	-0.17089	-0.16361	-0.16818	-0.21683	-0.09746	-0.13876	-0.23084	-0.38206	-0.21214	-0.15404	-0.13375	-0.22790	-0.16448	-0.26234	-0.09675	-0.14267	-0.19303	-0.06533	-0.25078	-0.12778	-0.08105	-0.11084	-0.04115	-0.04975	-0.07085	-0.09740	-0.17395	-0.06187	-0.08141	-0.12619	-0.17366	-0.17452	-0.19644	-0.15449	-0.16420	-0.26324	-0.09660	-0.07329	-0.08996	-0.14206	-0.15355	-0.02321	-0.09849	-0.19715	-0.09100	-0.09294	-0.02648	-0.08263	-0.05022	-0.16626	-0.16635	-0.16285	-0.18084	-0.05100	-0.19506	-0.11231	-0.07619	-0.12691	-0.00933	-0.11174	-0.19978
7	-0.18562	-0.03662	-0.13822	-0.13508	-0.16755	0.01902	-0.08277	-0.04601	-0.15011	-0.16166	-0.02973	-0.04713	-0.12741	-0.05446	-0.06399	-0.08491	-0.02753	-0.08023	-0.07824	-0.23097	-0.02680	-0.07609	-0.13292	-0.14577	-0.12153	-0.06412	-0.17380	-0.08968	-0.09495	-0.08950	-0.28790	-0.05117	-0.08621	-0.12926	-0.10374	-0.16268	-0.11711	-0.24374	-0.07432	-0.03264	-0.06213	-0.11469	-0.18317	-0.19526	-0.00942	-0.07716	-0.18058	-0.16241	-0.12645	-0.09785	-0.22160	-0.11800	-0.12215	-0.21310	-0.06824	-0.02929	-0.14171	-0.05658	-0.22949	-0.05768	-0.20338	-0.32405	-0.12696	-0.13065	-0.13014	-0.06751	-0.15544	-0.09245	-0.07387	-0.17615	-0.19502	-0.23586	-0.25455	-0.10353	-0.21140	-0.13470	-0.28102	-0.09661	-0.12896	-0.17684	-0.11322	-0.05961	-0.14581	-0.08955	-0.19677	-0.10912	-0.06888	-0.13401	-0.08623	-0.19360	-0.13954	-0.15097	-0.14786	-0.16147	-0.28882	-0.15281	-0.22168	-0.17896	-0.38889	-0.11499	-0.24429	-0.23133	-0.30812	-0.26519	-0.23816	-0.23876	-0.18580	-0.19488	-0.22940	-0.15716	-0.17809	-0.28917	-0.41802	-0.28454	-0.18598	-0.19328	-0.23426	-0.19053	-0.33164	-0.15980	-0.19628	-0.25858	-0.12803	-0.26318	-0.17069	-0.13063	-0.14316	-0.09511	-0.09672	-0.12273	-0.15805	-0.21261	-0.13283	-0.11056	-0.13968	-0.22139	-0.20154	-0.25337	-0.21524	-0.20446	-0.30709	-0.12435	-0.08578	-0.09805	-0.21267	-0.19963	-0.05593	-0.14275	-0.25533	-0.14571	-0.12703	-0.07328	-0.11635	-0.09341	-0.20909	-0.20050	-0.19589	-0.21085	-0.05948	-0.25074	-0.14082	-0.12991	-0.15649	-0.05453	-0.13707	-0.20302
8	-0.26700	-0.08059	-0.22711	-0.20471	-0.25222	-0.02173	-0.17005	-0.13161	-0.20752	-0.24224	-0.10246	-0.10963	-0.18525	-0.12047	-0.15799	-0.12570	-0.08857	-0.12146	-0.15376	-0.29917	-0.06585	-0.11397	-0.21100	-0.21255	-0.17683	-0.11313	-0.26549	-0.15543	-0.17213	-0.15419	-0.35832	-0.10456	-0.12106	-0.20033	-0.18614	-0.25928	-0.11938	-0.35067	-0.14533	-0.08012	-0.12770	-0.20976	-0.25240	-0.26870	-0.07292	-0.13001	-0.26674	-0.24975	-0.22330	-0.15176	-0.31298	-0.19102	-0.21317	-0.31940	-0.14967	-0.10334	-0.23194	-0.12569	-0.30557	-0.12938	-0.25525	-0.39814	-0.18682	-0.20087	-0.14091	-0.12831	-0.25041	-0.13793	-0.15688	-0.26224	-0.27653	-0.29116	-0.35026	-0.16101	-0.25533	-0.17993	-0.36374	-0.13809	-0.14158	-0.24672	-0.16331	-0.09512	-0.21583	-0.13234	-0.29993	-0.16528	-0.10139	-0.19261	-0.10961	-0.24256	-0.19663	-0.22788	-0.22109	-0.19404	-0.35833	-0.22238	-0.28187	-0.21871	-0.48613	-0.17629	-0.26938	-0.30966	-0.36804	-0.33358	-0.31939	-0.31514	-0.20216	-0.22780	-0.25503	-0.22788	-0.23293	-0.35762	-0.45585	-0.37554	-0.25273	-0.27078	-0.25637	-0.23817	-0.41648	-0.24510	-0.27478	-0.33780	-0.20551	-0.28745	-0.23676	-0.20413	-0.18692	-0.17727	-0.16691	-0.18858	-0.24129	-0.28142	-0.21605	-0.17219	-0.16436	-0.26660	-0.23944	-0.32190	-0.29197	-0.25541	-0.34947	-0.17293	-0.11801	-0.12840	-0.29110	-0.25547	-0.10162	-0.19060	-0.32137	-0.20500	-0.16932	-0.13333	-0.16788	-0.14866	-0.27099	-0.24682	-0.24995	-0.24996	-0.08781	-0.31641	-0.18725	-0.20345	-0.20217	-0.11384	-0.18007	-0.21449
9	-0.32918	-0.15821	-0.30717	-0.28046	-0.34487	-0.09807	-0.26864	-0.21538	-0.28302	-0.31908	-0.20901	-0.18473	-0.24270	-0.19405	-0.27553	-0.18051	-0.17657	-0.20107	-0.24897	-0.36985	-0.14532	-0.18867	-0.29242	-0.28250	-0.25845	-0.19729	-0.36304	-0.23228	-0.25402	-0.23878	-0.41328	-0.17606	-0.18463	-0.26539	-0.28598	-0.36149	-0.15101	-0.45609	-0.23257	-0.17483	-0.21202	-0.30874	-0.34711	-0.33341	-0.16735	-0.19442	-0.35786	-0.35779	-0.33249	-0.23620	-0.39697	-0.28623	-0.30002	-0.41710	-0.25347	-0.19248	-0.32521	-0.21796	-0.36290	-0.21497	-0.30072	-0.44525	-0.26593	-0.29418	-0.17192	-0.20135	-0.35310	-0.20198	-0.25715	-0.34236	-0.36232	-0.37562	-0.45597	-0.24034	-0.31835	-0.25036	-0.44667	-0.20671	-0.16913	-0.32986	-0.22926	-0.14965	-0.32607	-0.19979	-0.41475	-0.24367	-0.15862	-0.27793	-0.15267	-0.31440	-0.28060	-0.32092	-0.31919	-0.24201	-0.42745	-0.31636	-0.34617	-0.27072	-0.57799	-0.25852	-0.30440	-0.39284	-0.42100	-0.40685	-0.39639	-0.37166	-0.20529	-0.26191	-0.30450	-0.30030	-0.28913	-0.42766	-0.49333	-0.47292	-0.34496	-0.35274	-0.28641	-0.29792	-0.49657	-0.34145	-0.36021	-0.41970	-0.28942	-0.32856	-0.31967	-0.29192	-0.23508	-0.27532	-0.25747	-0.27056	-0.33885	-0.36913	-0.31018	-0.25468	-0.19963	-0.30790	-0.28824	-0.39118	-0.36735	-0.30501	-0.38740	-0.23676	-0.16412	-0.18007	-0.36233	-0.31476	-0.16373	-0.23864	-0.38414	-0.25965	-0.21142	-0.19232	-0.22709	-0.21430	-0.34180	-0.29695	-0.31951	-0.29106	-0.13160	-0.37846	-0.25361	-0.28559	-0.27031	-0.18164	-0.23028	-0.23827
10	-0.37553	-0.25265	-0.37161	-0.35402	-0.42046	-0.19864	-0.35804	-0.29705	-0.35532	-0.37581	-0.32609	-0.26026	-0.29523	-0.26438	-0.37759	-0.24332	-0.27906	-0.30366	-0.32878	-0.43037	-0.24507	-0.29005	-0.37156	-0.34846	-0.34646	-0.29713	-0.44552	-0.30208	-0.31713	-0.32702	-0.44310	-0.24691	-0.25605	-0.31732	-0.37732	-0.43929	-0.20254	-0.52982	-0.31597	-0.29212	-0.29182	-0.38828	-0.43664	-0.38368	-0.26480	-0.25117	-0.42657	-0.45529	-0.43069	-0.32719	-0.44928	-0.38322	-0.36631	-0.49194	-0.35468	-0.27682	-0.40432	-0.31566	-0.38954	-0.29858	-0.33993	-0.45238	-0.34627	-0.38430	-0.22653	-0.27380	-0.44050	-0.27154	-0.35751	-0.39925	-0.43537	-0.46542	-0.54167	-0.32216	-0.38860	-0.32977	-0.51573	-0.28658	-0.20856	-0.40836	-0.30075	-0.21156	-0.44255	-0.26756	-0.52975	-0.33129	-0.22964	-0.37188	-0.20380	-0.38700	-0.36967	-0.40496	-0.41665	-0.29548	-0.48595	-0.41044	-0.40236	-0.31727	-0.63375	-0.34779	-0.35865	-0.46704	-0.46314	-0.47504	-0.45639	-0.38583	-0.18904	-0.28418	-0.37821	-0.35584	-0.33871	-0.47833	-0.51923	-0.55431	-0.43551	-0.41807	-0.30785	-0.36270	-0.54093	-0.42978	-0.42591	-0.48805	-0.36581	-0.38610	-0.39850	-0.38205	-0.27770	-0.36876	-0.35197	-0.36006	-0.43910	-0.45529	-0.40879	-0.33382	-0.24200	-0.34930	-0.34145	-0.44130	-0.41899	-0.34730	-0.41477	-0.29913	-0.21274	-0.25022	-0.40389	-0.36320	-0.22958	-0.27941	-0.42475	-0.30308	-0.24998	-0.24101	-0.28587	-0.28118	-0.40630	-0.34077	-0.38352	-0.32657	-0.18411	-0.42135	-0.33267	-0.35506	-0.34004	-0.24850	-0.27167	-0.27088
