1	-0.00950	-0.02399	-0.05149	0.00008	-0.01759	-0.00745	0.02787	-0.02345	0.00935	-0.05800	-0.02402	-0.00001	-0.01975	-0.04477	-0.01033	-0.03649	-0.02995	-0.02389	-0.01489	-0.08908	-0.09449	-0.04028	-0.06216	-0.00902	-0.04486	-0.10768	-0.10136	-0.05335	-0.02010	-0.01913	-0.00992	-0.05579	-0.04682	-0.05052	-0.03813	-0.04143	-0.02827	-0.00708	0.00918	-0.04976	-0.02234	-0.05174	0.01550	-0.09370	-0.05419	-0.01119	-0.10363	-0.05083	-0.06858	-0.04855	-0.10929	-0.04388	-0.05943	-0.07564	-0.05202	-0.02300	-0.06384	-0.09974	-0.05346	-0.05928	-0.04429	-0.03393	-0.04965	-0.03557	-0.07916	-0.05341	-0.09332	-0.09176	-0.07797	-0.11227	-0.10503	-0.03494	-0.05882	-0.07884	-0.08139	-0.01962	-0.15006	-0.05492	-0.09784	-0.08669	-0.08255	-0.09601	-0.13752	-0.06714	-0.06157	-0.10519	-0.11723	-0.14040	-0.10517	-0.04206	-0.08994	-0.09279	-0.17423	-0.03340	-0.06200	-0.14911	-0.04236	-0.10561	-0.06517	-0.12517	-0.14011	-0.07393	-0.06233	-0.06387	-0.04950	-0.05227	-0.06137	-0.10253	0.00363	-0.01297	-0.06430	-0.01033	-0.02735	-0.07224	-0.08225	-0.13398	-0.10666	-0.05537	-0.12689	-0.05394	-0.06273	-0.06855	-0.12825	-0.16359	-0.09143	-0.01468	-0.06432	-0.01949	-0.03589	-0.08382	-0.02979	-0.06492	-0.10386	-0.11332	-0.10727
2	-0.00787	-0.02043	-0.04978	-0.00356	-0.01737	-0.01271	0.02873	-0.03151	0.01174	-0.07383	-0.02948	0.00215	-0.02444	-0.04881	-0.00379	-0.03914	-0.03577	-0.03796	-0.02906	-0.10474	-0.12366	-0.05474	-0.06438	-0.01949	-0.05803	-0.12169	-0.11247	-0.06865	-0.01766	-0.01496	-0.01218	-0.05987	-0.05816	-0.06566	-0.04170	-0.02896	-0.02447	-0.01492	0.00774	-0.05242	-0.02406	-0.07412	0.02903	-0.12109	-0.06587	-0.00202	-0.11714	-0.05415	-0.08663	-0.04449	-0.13696	-0.04454	-0.06120	-0.09003	-0.05870	-0.01434	-0.06858	-0.12257	-0.08327	-0.06817	-0.04027	-0.03784	-0.05352	-0.03000	-0.09125	-0.05848	-0.11674	-0.10041	-0.08254	-0.13220	-0.12768	-0.03164	-0.07287	-0.08988	-0.08509	-0.01918	-0.17550	-0.05252	-0.11446	-0.09837	-0.09181	-0.10566	-0.16579	-0.08164	-0.06520	-0.10695	-0.13528	-0.16931	-0.11104	-0.04285	-0.10722	-0.10634	-0.21595	-0.03624	-0.05957	-0.18327	-0.04309	-0.11411	-0.06794	-0.14828	-0.17172	-0.07639	-0.06980	-0.07467	-0.05631	-0.05126	-0.06778	-0.12083	0.01894	0.00097	-0.05489	-0.00255	-0.01903	-0.07416	-0.08588	-0.14709	-0.11267	-0.04709	-0.13021	-0.04329	-0.06323	-0.06812	-0.12886	-0.17729	-0.11783	-0.00771	-0.06496	-0.01587	-0.02896	-0.08273	-0.02724	-0.06215	-0.10738	-0.12129	-0.11668
3	-0.01260	-0.01271	-0.04097	-0.02999	-0.01362	-0.02949	0.00836	-0.03706	-0.00209	-0.08138	-0.02777	-0.01089	-0.02576	-0.04951	0.00181	-0.03830	-0.04172	-0.04772	-0.03984	-0.11364	-0.13774	-0.06105	-0.06732	-0.03232	-0.06371	-0.11998	-0.11000	-0.07383	-0.00906	-0.01064	-0.02109	-0.05921	-0.06070	-0.06548	-0.04263	-0.00699	-0.01850	-0.03193	-0.00349	-0.05033	-0.02816	-0.08614	0.03076	-0.12907	-0.07952	0.00297	-0.11507	-0.04525	-0.09372	-0.03461	-0.14066	-0.03477	-0.05335	-0.09330	-0.06021	-0.00421	-0.06680	-0.13109	-0.10427	-0.07085	-0.03797	-0.05469	-0.04790	-0.02303	-0.10275	-0.05801	-0.12667	-0.09169	-0.07410	-0.14104	-0.13235	-0.02148	-0.09186	-0.09357	-0.08211	-0.02217	-0.17735	-0.04431	-0.11884	-0.09586	-0.09331	-0.09766	-0.17375	-0.09510	-0.05352	-0.09029	-0.12608	-0.17396	-0.10128	-0.04488	-0.10746	-0.11115	-0.23146	-0.03945	-0.04494	-0.19401	-0.04115	-0.10768	-0.06796	-0.15418	-0.18104	-0.06703	-0.07572	-0.07216	-0.06621	-0.04627	-0.06635	-0.11960	0.02818	0.01500	-0.03889	-0.00258	0.00009	-0.05228	-0.06233	-0.12989	-0.08919	-0.03500	-0.10272	-0.02675	-0.04895	-0.05207	-0.11041	-0.14760	-0.12314	-0.00611	-0.05032	-0.00510	-0.01811	-0.06037	-0.02779	-0.04512	-0.08303	-0.09691	-0.10269
4	-0.03344	-0.01891	-0.04762	-0.07539	-0.01818	-0.06335	-0.02823	-0.04889	-0.03042	-0.09186	-0.02928	-0.04099	-0.03533	-0.06240	-0.00831	-0.05449	-0.06222	-0.05859	-0.04973	-0.14116	-0.15308	-0.07556	-0.08952	-0.05614	-0.08124	-0.13438	-0.12230	-0.08269	-0.01050	-0.01893	-0.04062	-0.07633	-0.06719	-0.06426	-0.05684	-0.00330	-0.02741	-0.05702	-0.02583	-0.06902	-0.04666	-0.09970	0.00811	-0.14071	-0.10989	-0.01087	-0.13418	-0.04386	-0.10680	-0.04546	-0.14886	-0.03481	-0.06773	-0.10803	-0.07554	-0.01139	-0.08539	-0.15518	-0.12211	-0.08761	-0.06094	-0.09998	-0.05742	-0.03863	-0.13926	-0.07263	-0.14912	-0.09866	-0.08158	-0.17502	-0.14697	-0.02142	-0.13432	-0.11742	-0.10226	-0.04277	-0.19994	-0.05656	-0.14247	-0.10795	-0.11645	-0.10705	-0.19426	-0.12665	-0.04922	-0.09464	-0.12251	-0.18938	-0.11279	-0.06852	-0.11532	-0.13616	-0.25935	-0.06076	-0.04588	-0.21778	-0.05695	-0.12554	-0.09021	-0.17789	-0.20448	-0.07518	-0.10594	-0.07666	-0.09957	-0.06218	-0.08257	-0.13215	0.01842	0.01127	-0.04897	-0.02306	0.01245	-0.02916	-0.03791	-0.12129	-0.06848	-0.04647	-0.08618	-0.03061	-0.04553	-0.04882	-0.12049	-0.12276	-0.12583	-0.02475	-0.04453	-0.00049	-0.02171	-0.04873	-0.04453	-0.04081	-0.06790	-0.07503	-0.09944
5	-0.07047	-0.04145	-0.06759	-0.12917	-0.03198	-0.10920	-0.07641	-0.06716	-0.06885	-0.10191	-0.03617	-0.07987	-0.05724	-0.08302	-0.03968	-0.08799	-0.10006	-0.07408	-0.06211	-0.17872	-0.16548	-0.10344	-0.11659	-0.09772	-0.11330	-0.15849	-0.14068	-0.09452	-0.02834	-0.03698	-0.06749	-0.10425	-0.07697	-0.06023	-0.07975	-0.01564	-0.04965	-0.08614	-0.06056	-0.10676	-0.07784	-0.11148	-0.04162	-0.13957	-0.14377	-0.04269	-0.16775	-0.04847	-0.11725	-0.07059	-0.14812	-0.04700	-0.10534	-0.12634	-0.09754	-0.03605	-0.11730	-0.18620	-0.13121	-0.11199	-0.09951	-0.16203	-0.08139	-0.07580	-0.18948	-0.10246	-0.18719	-0.12225	-0.10271	-0.22954	-0.16987	-0.03751	-0.19447	-0.15838	-0.13577	-0.08659	-0.23317	-0.08812	-0.18113	-0.13446	-0.15644	-0.13639	-0.21416	-0.16946	-0.05827	-0.11384	-0.12467	-0.20294	-0.13802	-0.11122	-0.12880	-0.17469	-0.27817	-0.10671	-0.06372	-0.24438	-0.09148	-0.16386	-0.12492	-0.21041	-0.23200	-0.09847	-0.15884	-0.09396	-0.15313	-0.09800	-0.11943	-0.16049	-0.01110	-0.01439	-0.07613	-0.05647	0.00901	-0.00601	-0.01702	-0.11191	-0.04564	-0.07187	-0.07231	-0.04989	-0.05577	-0.05965	-0.14059	-0.09565	-0.12277	-0.06360	-0.04936	-0.01386	-0.03781	-0.04660	-0.06985	-0.05001	-0.06311	-0.05226	-0.10142
6	-0.11621	-0.07985	-0.10340	-0.18535	-0.05010	-0.15464	-0.12885	-0.09894	-0.11306	-0.11433	-0.04557	-0.12612	-0.08749	-0.11123	-0.09134	-0.12508	-0.14839	-0.09959	-0.07750	-0.21688	-0.19137	-0.13822	-0.14567	-0.15220	-0.15814	-0.18393	-0.16897	-0.11100	-0.06853	-0.06913	-0.10667	-0.14159	-0.09183	-0.06675	-0.11410	-0.04449	-0.08001	-0.11624	-0.10244	-0.15416	-0.11691	-0.12855	-0.11146	-0.12820	-0.17653	-0.08476	-0.20581	-0.06600	-0.13592	-0.11189	-0.14896	-0.07132	-0.16329	-0.15097	-0.12433	-0.07447	-0.16553	-0.22644	-0.13314	-0.14700	-0.14553	-0.23452	-0.11821	-0.12963	-0.24751	-0.14275	-0.23760	-0.16203	-0.13796	-0.29863	-0.19967	-0.06995	-0.26297	-0.21283	-0.17999	-0.14673	-0.27045	-0.13455	-0.23044	-0.17630	-0.21144	-0.18306	-0.23591	-0.21788	-0.08481	-0.14984	-0.14694	-0.21654	-0.17373	-0.16617	-0.15044	-0.22003	-0.28968	-0.16935	-0.09953	-0.27913	-0.14458	-0.22224	-0.17192	-0.25204	-0.26913	-0.13607	-0.22860	-0.12924	-0.22221	-0.15089	-0.17213	-0.20433	-0.05443	-0.05844	-0.11472	-0.10020	-0.01272	0.00637	-0.00900	-0.10643	-0.03106	-0.10666	-0.06755	-0.08054	-0.08053	-0.08064	-0.17268	-0.07611	-0.12371	-0.11503	-0.06930	-0.04625	-0.06320	-0.05662	-0.10131	-0.07486	-0.07275	-0.04122	-0.11092
7	-0.16894	-0.13377	-0.15360	-0.24038	-0.08075	-0.19782	-0.17870	-0.14140	-0.15803	-0.13267	-0.06322	-0.17526	-0.12596	-0.15092	-0.15394	-0.16308	-0.19846	-0.13363	-0.09919	-0.25604	-0.22659	-0.18000	-0.17884	-0.20883	-0.21173	-0.21133	-0.21997	-0.13772	-0.12699	-0.11155	-0.15340	-0.18751	-0.11369	-0.09292	-0.15959	-0.08956	-0.11557	-0.14567	-0.14645	-0.20536	-0.16114	-0.15491	-0.19091	-0.11792	-0.20952	-0.13114	-0.25064	-0.09756	-0.16538	-0.16747	-0.16232	-0.10982	-0.23377	-0.18258	-0.15850	-0.12216	-0.22771	-0.27818	-0.13377	-0.19469	-0.19367	-0.30360	-0.16736	-0.19377	-0.31187	-0.18866	-0.29434	-0.21611	-0.18869	-0.37616	-0.23723	-0.11557	-0.33048	-0.27743	-0.23477	-0.21194	-0.31185	-0.19158	-0.28860	-0.23365	-0.27897	-0.24331	-0.26726	-0.26831	-0.12914	-0.20426	-0.20023	-0.23781	-0.21942	-0.22632	-0.18412	-0.26796	-0.30362	-0.23704	-0.15219	-0.32793	-0.21382	-0.29755	-0.23104	-0.30457	-0.31916	-0.18607	-0.30755	-0.18398	-0.30012	-0.21578	-0.23353	-0.26252	-0.10383	-0.11265	-0.16103	-0.15152	-0.05203	-0.00159	-0.02133	-0.11542	-0.03793	-0.15102	-0.08174	-0.12201	-0.11829	-0.10955	-0.22046	-0.08035	-0.13816	-0.17199	-0.10651	-0.09365	-0.09541	-0.08266	-0.13727	-0.11197	-0.10127	-0.05496	-0.13387
8	-0.22630	-0.20065	-0.21174	-0.29118	-0.12871	-0.24063	-0.22245	-0.18722	-0.19792	-0.15939	-0.09560	-0.22181	-0.17379	-0.20250	-0.21913	-0.20476	-0.24543	-0.17107	-0.13002	-0.30125	-0.26694	-0.23240	-0.21798	-0.25930	-0.27898	-0.24899	-0.29315	-0.17914	-0.19495	-0.15611	-0.19680	-0.23667	-0.14300	-0.13967	-0.20997	-0.14603	-0.15742	-0.17420	-0.18884	-0.25936	-0.20948	-0.18944	-0.26937	-0.12120	-0.24708	-0.17924	-0.30677	-0.13911	-0.19860	-0.22954	-0.19091	-0.16514	-0.30938	-0.21454	-0.20346	-0.17327	-0.29432	-0.32965	-0.14033	-0.25055	-0.24096	-0.36048	-0.22773	-0.25963	-0.37986	-0.24098	-0.35092	-0.28047	-0.25322	-0.45374	-0.28582	-0.17080	-0.39078	-0.34554	-0.29504	-0.27663	-0.36389	-0.25619	-0.35535	-0.29938	-0.35196	-0.31391	-0.30806	-0.31914	-0.18427	-0.26986	-0.27632	-0.26600	-0.27169	-0.28729	-0.22994	-0.31662	-0.31912	-0.30612	-0.21399	-0.38969	-0.29119	-0.37407	-0.29176	-0.36516	-0.37919	-0.24018	-0.38580	-0.24958	-0.37476	-0.28269	-0.29657	-0.33168	-0.15555	-0.16732	-0.21147	-0.20226	-0.10694	-0.03136	-0.05200	-0.13921	-0.06361	-0.20737	-0.11305	-0.17807	-0.16409	-0.14829	-0.27774	-0.11011	-0.16618	-0.23301	-0.15173	-0.15016	-0.13361	-0.12225	-0.17105	-0.15444	-0.14987	-0.09529	-0.17518
9	-0.27791	-0.27189	-0.26733	-0.33265	-0.18149	-0.28051	-0.25827	-0.23525	-0.22961	-0.19520	-0.14125	-0.26209	-0.22582	-0.25792	-0.28534	-0.24407	-0.29030	-0.21323	-0.16731	-0.34430	-0.30874	-0.29094	-0.25815	-0.30082	-0.35438	-0.29113	-0.36206	-0.23108	-0.26223	-0.20488	-0.23551	-0.28369	-0.17691	-0.20039	-0.26012	-0.20497	-0.19931	-0.20281	-0.22515	-0.31189	-0.25592	-0.23039	-0.34127	-0.14095	-0.28693	-0.22238	-0.36087	-0.18950	-0.24072	-0.28848	-0.23101	-0.23656	-0.38880	-0.24775	-0.25324	-0.21913	-0.35545	-0.37862	-0.15469	-0.30318	-0.28464	-0.41165	-0.28933	-0.31335	-0.44532	-0.29479	-0.40867	-0.35114	-0.32165	-0.52563	-0.34302	-0.23069	-0.44159	-0.41058	-0.35175	-0.33532	-0.42736	-0.31996	-0.42438	-0.36434	-0.42138	-0.38867	-0.35666	-0.37100	-0.24402	-0.33719	-0.36198	-0.29933	-0.32470	-0.34246	-0.28416	-0.36465	-0.33923	-0.37320	-0.27757	-0.45847	-0.36694	-0.44215	-0.34587	-0.42673	-0.44311	-0.29257	-0.45529	-0.31938	-0.43841	-0.34633	-0.35608	-0.40303	-0.20666	-0.21616	-0.26739	-0.24891	-0.17082	-0.08090	-0.09921	-0.17893	-0.10578	-0.26730	-0.15976	-0.24233	-0.21871	-0.19507	-0.34106	-0.16224	-0.20696	-0.29120	-0.19879	-0.20822	-0.17735	-0.17139	-0.19939	-0.20408	-0.21264	-0.15981	-0.23171
10	-0.31681	-0.33638	-0.30927	-0.35397	-0.23042	-0.30842	-0.28205	-0.27272	-0.25035	-0.23356	-0.19395	-0.28680	-0.27047	-0.30428	-0.34274	-0.27808	-0.32443	-0.25260	-0.20516	-0.37564	-0.33544	-0.34928	-0.28960	-0.32610	-0.41105	-0.32807	-0.40922	-0.28397	-0.31096	-0.24924	-0.26509	-0.32177	-0.20849	-0.26800	-0.30310	-0.25599	-0.23329	-0.22644	-0.25157	-0.35641	-0.29375	-0.27216	-0.40236	-0.17552	-0.32268	-0.25240	-0.40866	-0.23858	-0.28899	-0.33460	-0.27526	-0.31130	-0.45617	-0.28066	-0.29750	-0.24742	-0.39914	-0.42805	-0.17627	-0.34322	-0.31851	-0.44428	-0.34409	-0.34049	-0.49816	-0.33796	-0.47133	-0.42016	-0.38140	-0.58798	-0.40079	-0.28821	-0.48443	-0.46728	-0.39471	-0.38201	-0.49752	-0.37185	-0.48775	-0.41948	-0.47806	-0.45868	-0.40939	-0.42233	-0.30265	-0.39591	-0.44394	-0.33622	-0.37116	-0.38406	-0.34013	-0.41011	-0.36814	-0.43366	-0.33650	-0.52401	-0.43188	-0.49751	-0.38810	-0.48145	-0.50832	-0.33917	-0.51067	-0.38907	-0.48809	-0.40450	-0.40714	-0.46604	-0.25417	-0.25877	-0.32430	-0.28917	-0.23420	-0.14404	-0.16111	-0.23617	-0.16293	-0.31747	-0.21848	-0.30030	-0.28148	-0.24288	-0.40102	-0.22967	-0.25739	-0.33680	-0.24569	-0.26172	-0.22475	-0.22509	-0.22129	-0.25725	-0.27780	-0.23956	-0.29273
