1	5.23943	5.50372	5.42897	5.99944	4.83906	6.13869	4.30556	5.33448	6.57501	6.01298	5.96569	4.84422	5.12711	6.27820	6.21479	6.80040	5.43647	7.46862	4.45721	6.86172	7.88972	5.51817	6.36936	5.21435	5.88253	6.04180	6.54614	6.43908	5.75666	6.17376	6.06108	5.26568	6.71783	6.91438	5.73229	8.19593	5.08974	8.39808	6.05609	4.42128	6.50633	6.04692	6.28186	5.36567	7.46686	4.80316	6.57479	5.15620	5.14123	6.10669	6.94962	5.42530	7.51989	5.78594	4.64324	5.82213	7.36791	7.25452	6.10673	7.19268	4.60661	6.47306
2	4.82489	5.15854	5.12714	5.63661	4.52289	5.81420	4.03210	5.04592	6.26002	5.66030	5.66561	4.57324	4.82255	5.93501	5.91165	6.46457	5.05521	7.14762	4.07925	6.51688	7.48187	5.20687	6.02049	4.86608	5.50231	5.76611	6.17184	6.02485	5.45243	5.80004	5.72238	4.86553	6.37294	6.55834	5.41656	7.78773	4.76038	8.10321	5.71505	4.04966	6.13681	5.69482	5.89699	5.02270	7.10033	4.41647	6.21207	4.81991	4.85134	5.76501	6.57216	5.05998	7.17394	5.43896	4.29401	5.46253	7.00013	6.90988	5.71640	6.86289	4.21442	6.04486
3	4.38318	4.78434	4.79176	5.24159	4.18089	5.45867	3.73632	4.73160	5.90898	5.27684	5.33770	4.27213	4.48752	5.56641	5.57553	6.09654	4.64569	6.79252	3.67750	6.13704	7.03902	4.86205	5.64010	4.48067	5.09310	5.46848	5.76531	5.57800	5.11680	5.38989	5.35177	4.44119	5.99659	6.16828	5.06811	7.33966	4.40886	7.77042	5.34587	3.65145	5.73249	5.31070	5.47951	4.65265	6.69939	3.99467	5.81436	4.45087	4.53538	5.39672	6.16123	4.67199	6.79035	5.05723	3.91824	5.06484	6.59968	6.53093	5.29632	6.49722	3.79068	5.57569
4	3.91815	4.38387	4.42508	4.81748	3.81553	5.07492	3.42058	4.39412	5.52417	4.86547	4.98434	3.94372	4.12506	5.17544	5.20901	5.69899	4.21204	6.40548	3.25554	5.72530	6.56489	4.48699	5.23119	4.06126	4.65832	5.15157	5.33042	5.10250	4.75261	4.94673	4.95197	3.99622	5.59180	5.74687	4.69038	6.85503	4.03799	7.40222	4.95128	3.23020	5.29652	4.89814	5.03268	4.25846	6.26719	3.54187	5.38439	4.05175	4.19608	5.00542	5.71993	4.26467	6.37154	4.64433	3.51901	4.63320	6.16975	6.12065	4.84988	6.09841	3.33909	5.06917
5	3.43407	3.96043	4.02994	4.36790	3.42970	4.66632	3.08744	4.03665	5.10853	4.42952	4.60840	3.59126	3.73869	4.76543	4.81518	5.27520	3.75894	5.98922	2.81731	5.28538	6.06383	4.08547	4.79721	3.61164	4.20198	4.81839	4.87160	4.60286	4.36331	4.47456	4.52623	3.53453	5.16213	5.29722	4.28725	6.33794	3.65080	7.00175	4.53444	2.78991	4.83268	4.46120	4.56028	3.84363	5.80732	3.06280	4.92551	3.62586	3.83650	4.59514	5.25189	3.84166	5.92064	4.20446	3.09988	4.17235	5.71418	5.68274	4.38100	5.66976	2.86383	4.52982
6	2.93547	3.51771	3.60967	3.89705	3.02653	4.23680	2.73977	3.66276	4.66553	3.97294	4.21332	3.21842	3.33229	4.34005	4.39773	4.82891	3.29147	5.54705	2.36719	4.82156	5.54081	3.66160	4.34216	3.13607	3.72838	4.47223	4.39382	4.08423	3.95285	3.97807	4.07838	3.06058	4.71158	4.82295	3.86313	5.79326	3.25058	6.57288	4.09904	2.33514	4.34558	4.00446	4.06665	3.41191	5.32384	2.56288	4.44150	3.17712	3.46018	4.17027	4.76129	3.40684	5.44168	3.74239	2.66482	3.68736	5.23735	5.22152	3.89429	5.21517	2.36975	3.96310
7	2.42714	3.05977	3.16807	3.40949	2.60948	3.79069	2.38065	3.27641	4.19937	3.50003	3.80283	2.82919	2.91008	3.90327	3.96080	4.36438	2.81505	5.08280	1.90979	4.33855	5.00110	3.21989	3.87048	2.63941	3.24233	4.11656	3.90238	3.55218	3.52547	3.46238	3.61265	2.57910	4.24458	4.32805	3.42272	5.22678	2.84093	6.11992	3.64895	1.87066	3.84022	3.53284	3.55654	2.96728	4.82126	2.04807	3.93691	2.70993	3.07086	3.73556	4.25279	2.96426	4.93927	3.26342	2.21819	3.18402	4.74419	4.74180	3.39472	4.73905	1.86187	3.37542
8	1.91412	2.59107	2.70936	2.91008	2.18234	3.33268	2.01335	2.88188	3.71479	3.01542	3.38087	2.42783	2.47650	3.45925	3.50881	3.88618	2.33529	4.60070	1.44997	3.84143	4.45032	2.76513	3.38694	2.12697	2.74889	3.75491	3.40284	3.01255	3.08575	2.93293	3.13364	2.09513	3.76585	3.81691	2.97099	4.64477	2.42558	5.64772	3.18831	1.40158	3.32212	3.05160	3.03508	2.51390	4.30443	1.52467	3.41680	2.22910	2.67240	3.29595	3.73139	2.51807	4.41857	2.77326	1.76479	2.66829	4.24003	4.24877	2.88762	4.24623	1.34560	2.77384
9	1.40164	2.11632	2.23813	2.40403	1.74911	2.86778	1.64127	2.48371	3.21691	2.52412	2.95164	2.01885	2.03609	3.01229	3.04647	3.39911	1.85785	4.10540	0.99281	3.33551	3.89448	2.30220	2.89660	1.60430	2.25332	3.39087	2.90109	2.47134	2.63854	2.39551	2.64633	1.61396	3.28035	3.29427	2.51315	4.05378	2.00829	5.16156	2.72166	0.93324	2.79727	2.56626	2.50780	2.05620	3.77849	0.99918	2.88645	1.73992	2.26892	2.85659	3.20241	2.07260	3.88524	2.27796	1.30979	2.14642	3.73043	3.74796	2.37866	3.74199	0.82676	2.16593
10	0.89497	1.64041	1.75931	1.89658	1.31394	2.40121	1.26793	2.08675	2.71136	2.03133	2.51950	1.60681	1.59351	2.56685	2.57852	2.90817	1.38841	3.60191	0.54340	2.82622	3.33963	1.83620	2.40480	1.07733	1.76110	3.02801	2.40298	1.93474	2.18891	1.85625	2.15591	1.14110	2.79335	2.76516	2.05458	3.46070	1.59299	4.66697	2.25373	0.47104	2.27186	2.08253	1.98045	1.59881	3.24887	0.47825	2.35155	1.24792	1.86472	2.42282	2.67136	1.63230	3.34521	1.78379	0.85854	1.62505	3.22109	3.24498	1.87365	3.23197	0.31116	1.55952
